date,assets_proxy_usd
2025-02-04 00:00:00,3195999524.0
2025-02-05 00:00:00,2956151092.0
2025-02-06 00:00:00,2960621049.0
2025-02-07 00:00:00,2881731621.0
2025-02-08 00:00:00,2789267942.0
2025-02-09 00:00:00,2818991495.0
2025-02-10 00:00:00,2828176410.0
2025-02-11 00:00:00,2956226471.0
2025-02-12 00:00:00,2941485003.0
2025-02-13 00:00:00,3150228053.0
2025-02-14 00:00:00,3096452037.0
2025-02-15 00:00:00,3125113987.0
2025-02-16 00:00:00,3085804205.0
2025-02-17 00:00:00,3061669131.0
2025-02-18 00:00:00,3137467645.0
2025-02-19 00:00:00,2972124707.0
2025-02-20 00:00:00,3028622567.0
2025-02-21 00:00:00,3099816041.0
2025-02-22 00:00:00,2916767481.0
2025-02-23 00:00:00,3017982427.0
2025-02-24 00:00:00,3138264264.0
2025-02-25 00:00:00,2798578275.0
2025-02-26 00:00:00,2913460853.0
2025-02-27 00:00:00,2748565123.0
2025-02-28 00:00:00,2724795199.0
2025-03-01 00:00:00,2706308369.0
2025-03-02 00:00:00,2676810905.0
2025-03-03 00:00:00,3008821012.0
2025-03-04 00:00:00,2600842779.0
2025-03-05 00:00:00,2618604620.0
2025-03-06 00:00:00,2718053417.0
2025-03-07 00:00:00,2608130556.0
2025-03-08 00:00:00,2536924417.0
2025-03-09 00:00:00,2606199640.0
2025-03-10 00:00:00,2379702222.0
2025-03-11 00:00:00,2160262065.0
2025-03-12 00:00:00,2245367428.0
2025-03-13 00:00:00,2230463522.0
2025-03-14 00:00:00,2174671247.0
2025-03-15 00:00:00,2236293939.0
2025-03-16 00:00:00,2264036341.0
2025-03-17 00:00:00,2200070682.0
2025-03-18 00:00:00,2164699216.0
2025-03-19 00:00:00,2169049046.0
2025-03-20 00:00:00,2395713771.0
2025-03-21 00:00:00,2299074221.0
2025-03-22 00:00:00,2255205224.0
2025-03-23 00:00:00,2270000639.0
2025-03-24 00:00:00,2293052178.0
2025-03-25 00:00:00,2372398843.0
2025-03-26 00:00:00,2365475153.0
2025-03-27 00:00:00,2317414236.0
2025-03-28 00:00:00,2323564968.0
2025-03-29 00:00:00,2234032393.0
2025-03-30 00:00:00,2160358950.0
2025-03-31 00:00:00,2148099012.0
2025-04-01 00:00:00,2234248225.0
2025-04-02 00:00:00,2303260240.0
2025-04-03 00:00:00,2483745635.9763403
2025-04-04 00:00:00,2525932906.41228
2025-04-05 00:00:00,2522924442.29359
2025-04-06 00:00:00,2493929332.56073
